iter	Logloss
129	0.6762974401
130	0.6762218555
131	0.6761660761
132	0.6761204474
133	0.6760346671
134	0.6760101175
135	0.6759309053
136	0.6758456942
137	0.6757880145
138	0.6757134697
139	0.6756597747
140	0.6756121999
141	0.6755279787
142	0.6754937805
143	0.6754382687
144	0.675400524
145	0.6753647685
146	0.6753004213
147	0.6752590316
148	0.6752095971
149	0.6751502687
150	0.6750589634
151	0.6750325912
152	0.6749846884
153	0.6749377435
154	0.674901862
155	0.6748725978
156	0.6748355758
157	0.6747906292
158	0.6747570726
159	0.6747062472
160	0.6746437679
161	0.6745975062
162	0.6745394243
163	0.674503243
164	0.6744736311
165	0.6744154274
166	0.6743536724
167	0.6742616955
168	0.6742257154
169	0.6741701613
170	0.674118784
171	0.6740611151
172	0.6740163076
173	0.6739478932
174	0.6739201497
175	0.6738928981
176	0.6738566088
177	0.6738252143
178	0.6737733368
179	0.6737218154
180	0.6736809966
181	0.6736373349
182	0.6735789815
183	0.6735288811
184	0.6735049691
185	0.6734264691
186	0.6733527967
187	0.6733013106
188	0.6732534836
189	0.6732238806
190	0.6732078283
191	0.6731237126
192	0.6730602212
193	0.6730165154
194	0.6729607228
195	0.6728900913
196	0.6728501907
197	0.6727600539
198	0.6727195435
199	0.6726738213
200	0.6726216232
201	0.6726000575
202	0.6725549546
203	0.6725151247
204	0.6724853277
205	0.672427944
206	0.6723585143
207	0.6723174561
208	0.6722729586
209	0.6721981928
210	0.6721596514
211	0.6721175002
212	0.6720902181
213	0.6720565076
214	0.6720258877
215	0.6719959372
216	0.6719377093
217	0.6718996684
218	0.6718485049
219	0.6718004316
220	0.6717702458
221	0.671714153
222	0.6716719034
223	0.6716484149
224	0.6716078426
225	0.6715663929
226	0.671536349
227	0.6714913618
228	0.6714394789
229	0.6714218672
230	0.6713880372
231	0.6713193196
232	0.6712290238
233	0.6711733676
234	0.6711296995
235	0.6711095444
236	0.6710184257
237	0.6709794013
238	0.670946282
239	0.6709103192
240	0.6708846236
241	0.6708485273
242	0.6708116585
243	0.6707536106
244	0.6707028227
245	0.6706666096
246	0.6705961114
247	0.6705466949
248	0.6704774446
249	0.6704543931
250	0.6704124411
251	0.6703076866
252	0.6702088742
253	0.6701496964
254	0.6701230276
255	0.6700834742
256	0.6700633804
257	0.6700413597
258	0.6700150175
259	0.669953139
260	0.6699054953
261	0.6698561558
262	0.6697873397
263	0.6697527202
264	0.6696975191
265	0.6696624307
266	0.6696464614
267	0.669599558
268	0.6695608204
269	0.6695066832
270	0.6694028786
271	0.6693802961
272	0.6693269312
273	0.6692761396
274	0.669181297
275	0.6691471213
276	0.6690958221
277	0.6690622832
278	0.6690061405
279	0.6689472039
280	0.6689214447
281	0.6688851369
282	0.6688532333
283	0.6688245627
284	0.6687725806
285	0.6687102403
286	0.6686206019
287	0.6685561834
288	0.668496917
289	0.6684701325
290	0.6684543993
291	0.6684192364
292	0.6684030944
293	0.6683930598
294	0.6683725728
295	0.6683459255
296	0.6682711639
297	0.6682305142
298	0.6681784037
299	0.6681476336
300	0.6680989167
301	0.6680622821
302	0.6679758189
303	0.667913494
304	0.6678566323
305	0.6678086895
306	0.6677821146
307	0.6677248592
308	0.6676693259
309	0.6676437377
310	0.6676150251
311	0.6675543048
312	0.6675051275
313	0.6674642226
314	0.6674371679
315	0.6673855088
316	0.6673335205
317	0.6673091064
318	0.6672289634
319	0.6671847145
320	0.6671446541
321	0.6671338735
322	0.667076111
323	0.6670356978
324	0.6669678948
325	0.6669395353
326	0.666887208
327	0.6668293693
328	0.6668004376
329	0.6667739929
330	0.6667026258
331	0.6666404297
332	0.6665785159
333	0.6665153526
334	0.6665097599
335	0.666440856
336	0.6664222074
337	0.6663569766
338	0.6663183607
339	0.6662687998
340	0.6662548414
341	0.6662288852
342	0.6661684048
343	0.6661291933
344	0.6660990209
345	0.6660582831
346	0.66600789
347	0.6659803456
348	0.6659196901
349	0.6658924312
350	0.6658649696
351	0.6658342843
352	0.6657607373
353	0.6657355579
354	0.6656757163
355	0.665611271
356	0.6655458217
357	0.6654727154
358	0.6654476563
359	0.6654070261
360	0.6653742892
361	0.6653437621
362	0.6653074959
363	0.6652708542
364	0.6652451677
365	0.6652008113
366	0.6651605969
367	0.6651293891
368	0.665099708
369	0.665051909
370	0.6649848666
371	0.6649040519
372	0.6648573023
373	0.6648247941
374	0.6647736815
375	0.6647013698
376	0.6646162052
377	0.6645701849
378	0.664548806
379	0.6645121277
380	0.6644748253
381	0.6644411388
382	0.6643517582
383	0.664302678
384	0.6642611911
385	0.6642170272
386	0.6641148496
387	0.6640548006
388	0.6640107438
389	0.6639429428
390	0.6638958334
391	0.6638413258
392	0.6637775872
393	0.6637309743
394	0.6636705608
395	0.6635947557
396	0.6635437006
397	0.663494233
398	0.6634696972
399	0.6633515366
400	0.663283912
401	0.6632358086
402	0.6631876977
403	0.6631322177
404	0.6631023938
405	0.6630676117
406	0.6630075592
407	0.6629313457
408	0.6628635253
409	0.6627900347
410	0.6627274772
411	0.6626652586
412	0.6625606737
413	0.6624871268
414	0.6624376355
415	0.6624000882
416	0.6623151759
417	0.6622679499
418	0.6622391189
419	0.6621293285
420	0.6621057288
421	0.662016755
422	0.6619579944
423	0.6618920778
424	0.6618379757
425	0.6617537712
426	0.6616869249
427	0.6616461307
428	0.6615536918
429	0.6614695691
430	0.6614195617
431	0.6613885868
432	0.6613382805
433	0.6612495515
434	0.6611945627
435	0.6611199012
436	0.6610449033
437	0.6609774216
438	0.6609524577
439	0.6609239613
440	0.6608474742
441	0.6607772284
442	0.6607048324
443	0.6606333966
444	0.6605668753
445	0.6604549907
446	0.6603876131
447	0.6603040369
448	0.6602330984
449	0.6601737085
450	0.6600581758
451	0.6599900031
452	0.6598613109
453	0.6597457275
454	0.6596835189
455	0.6596054276
456	0.6595424529
457	0.6594728663
458	0.6594187767
459	0.6592936652
460	0.6592233242
461	0.6591070385
462	0.6589534357
463	0.658857281
464	0.6588019135
465	0.6587479227
466	0.6586400531
467	0.6585855998
468	0.6584982891
469	0.658435928
470	0.6583504137
471	0.6582995321
472	0.6582080322
473	0.6580899244
474	0.6579732015
475	0.6578932386
476	0.6578165374
477	0.6577634039
478	0.6577009096
479	0.657619931
480	0.6575291542
481	0.6574578247
482	0.657374528
483	0.6572865401
484	0.6572127313
485	0.657144587
486	0.6570614473
487	0.6569753298
488	0.6568834418
489	0.6567688704
490	0.6567199923
491	0.6566090564
492	0.6564796392
493	0.6563550831
494	0.6562746751
495	0.6561927587
496	0.6560967365
497	0.656012167
498	0.6558574539
499	0.6557346969
500	0.6556590877
501	0.6555281065
502	0.6554193666
503	0.6553452849
504	0.6552467641
505	0.6551586413
506	0.6550674977
507	0.6549563815
508	0.654881393
509	0.6547821428
510	0.6546602349
511	0.6546108548
512	0.6544894812
513	0.6543853951
514	0.6542961758
515	0.65420042
516	0.6540796925
517	0.6539689652
518	0.6538776188
519	0.6537853682
520	0.6536836828
521	0.6536079797
522	0.6535414181
523	0.6534499988
524	0.6533285186
525	0.6532034305
526	0.6530861014
527	0.6529664513
528	0.6528067158
529	0.6527318333
530	0.6526332316
531	0.6525120115
532	0.6524068398
533	0.6522934702
534	0.6521889901
535	0.6520909075
536	0.6519877821
537	0.6518832125
538	0.6517914976
539	0.6517379141
540	0.65164414
541	0.651517857
542	0.6514715302
543	0.6513716085
544	0.6512472768
545	0.6511616437
546	0.6510783623
547	0.6509861663
548	0.6509085217
549	0.6508148861
550	0.6507695618
551	0.6506927993
552	0.6505869474
553	0.6504499709
554	0.6503499732
555	0.6502742537
556	0.6501993638
557	0.6500777018
558	0.6500161536
559	0.6499385852
560	0.6498654326
561	0.6497446643
562	0.6496694835
563	0.649498122
564	0.6494170369
565	0.6493456202
566	0.6492735626
567	0.6491915597
568	0.6490519487
569	0.6489385988
570	0.6488091698
571	0.6486996067
572	0.6485725788
573	0.6484877677
574	0.648367766
575	0.6482796011
576	0.6482010941
577	0.648070064
578	0.6479732175
579	0.6479032646
580	0.6478025574
581	0.6476994489
582	0.6475986569
583	0.6475331271
584	0.6474091673
585	0.6473344251
586	0.6472143872
587	0.6470946488
588	0.6470014135
589	0.6468838036
590	0.6468115481
591	0.6467401011
592	0.6466765928
593	0.6465865511
594	0.6465007051
595	0.6463709274
596	0.6462425383
597	0.6462033927
598	0.646137138
599	0.6460521709
600	0.6460119641
601	0.6459166628
602	0.6458193976
603	0.6456997946
604	0.6456309747
605	0.6455249878
606	0.6454282231
607	0.6452992055
608	0.6452099828
609	0.645082142
610	0.6449933435
611	0.6449148343
612	0.6448266787
613	0.6447511338
614	0.64464916
615	0.6445242818
616	0.6444614699
617	0.6443816349
618	0.6442528881
619	0.6441615196
620	0.6440548994
621	0.6439440215
622	0.6438797993
623	0.6437994868
624	0.6436839999
625	0.6435933796
626	0.643490094
627	0.6433752745
628	0.6432393617
629	0.6431421237
630	0.6430417363
631	0.6429431647
632	0.6428500078
633	0.6427320689
634	0.6426552211
635	0.6425626925
636	0.6425192172
637	0.6424367536
638	0.6423343351
639	0.6422782446
640	0.6422197281
641	0.6421441397
642	0.6420745775
643	0.641980443
644	0.6418870546
645	0.6418331434
646	0.6417261828
647	0.6416054835
648	0.6415311001
649	0.6414470534
650	0.6413565925
651	0.6413088166
652	0.64118955
653	0.641111836
654	0.6410482371
655	0.6409558772
656	0.6408741122
657	0.6408105608
658	0.6407198165
659	0.6406118651
660	0.6404985343
661	0.6404338717
662	0.6403680524
663	0.6402661756
664	0.6401726316
665	0.6400695462
666	0.6399404335
667	0.6398819324
668	0.6398349801
669	0.6397409564
670	0.6396452886
671	0.6395528738
672	0.6394414358
673	0.6393499896
674	0.6392282212
675	0.6391422406
676	0.6390035043
677	0.6389079833
678	0.6388245112
679	0.6387207522
680	0.6386250189
681	0.6385222207
682	0.6384162298
683	0.6383430003
684	0.6382521342
685	0.6381767609
686	0.6380890148
687	0.6379933833
688	0.6379157655
689	0.6378243313
690	0.6376929206
691	0.637612535
692	0.6375397031
693	0.6374217291
694	0.6373067563
695	0.637223319
696	0.6371238666
697	0.6370428171
698	0.636995473
699	0.6369095474
700	0.6368177781
701	0.6367318193
702	0.6366815503
703	0.6365902506
704	0.6365067673
705	0.6364475422
706	0.6363705185
707	0.6362918403
708	0.6362077546
709	0.6361127856
710	0.6360492652
711	0.6359525778
712	0.6359019627
713	0.6358044522
714	0.6357161048
715	0.6356638314
716	0.6355712049
717	0.6355061367
718	0.6354160594
719	0.6353362999
720	0.6352925191
721	0.6352388001
722	0.6351593572
723	0.6350575503
724	0.6349935466
725	0.6349083287
726	0.6348764773
727	0.6347904299
728	0.6347032383
729	0.6346490483
730	0.6345500062
731	0.6344776695
732	0.6344053838
733	0.6343005546
734	0.6342090296
735	0.6341175854
736	0.6339951882
737	0.6339697516
738	0.6339257777
739	0.6337963348
740	0.6336859837
741	0.6336289931
742	0.6335623362
743	0.6334805673
744	0.6333863261
745	0.6333258567
746	0.6332277193
747	0.6331169519
748	0.6330216924
749	0.6329414184
750	0.632878791
751	0.6327997096
752	0.63270206
753	0.6326190722
754	0.6325257651
755	0.6324499054
756	0.6323928567
757	0.6323410164
758	0.6322362242
759	0.6321670636
760	0.6321230712
761	0.6320585924
762	0.6319504972
763	0.6318545675
764	0.6318163627
765	0.6317437788
766	0.6316714144
767	0.6315939285
768	0.6315032774
769	0.6314131159
770	0.6313193172
771	0.6312417125
772	0.6311660198
773	0.6310913995
774	0.6310090582
775	0.6309449633
776	0.6308504137
777	0.6307983646
778	0.6307052877
779	0.630657137
780	0.6305913739
781	0.6305458196
782	0.6304660304
783	0.6303690969
784	0.6303056987
785	0.6302121135
786	0.630151087
787	0.630082566
788	0.6299918113
789	0.6298697436
790	0.6298281557
791	0.629750912
792	0.6296634632
793	0.6296088633
794	0.629515586
795	0.6294365366
796	0.6293456699
797	0.6293145542
798	0.6292699173
799	0.6291752309
800	0.6290814211
801	0.6289761001
802	0.6288957642
803	0.6288164583
804	0.6287960227
805	0.6287286949
806	0.6286434244
807	0.628573678
808	0.6284990823
809	0.6284292031
810	0.628373048
811	0.6283226513
812	0.6282348065
813	0.6281586259
814	0.6280950293
815	0.6279823284
816	0.6279150748
817	0.6278545995
818	0.6277944321
819	0.6277086077
820	0.6276032172
821	0.627492299
822	0.62740405
823	0.6273105798
824	0.6272235918
825	0.6270867201
826	0.6269937435
827	0.6269296792
828	0.6268581635
829	0.6268246744
830	0.6267376337
831	0.6266573419
832	0.6266160384
833	0.626523017
834	0.6264284534
835	0.6263355649
836	0.6262423999
837	0.6261702215
838	0.6261297877
839	0.6260486978
840	0.6259715352
841	0.6259053985
842	0.6258231816
843	0.6258023025
844	0.6257265053
845	0.6256234053
846	0.6255329942
847	0.625435048
848	0.6253524245
849	0.6252375663
850	0.6251621952
851	0.6250934942
852	0.6250070026
853	0.6249532581
854	0.6248659416
855	0.6248027851
856	0.6246951218
857	0.6246409377
858	0.6245806688
859	0.6245132776
860	0.6244564926
861	0.6243900974
862	0.6242895215
863	0.6242098149
864	0.6241295538
865	0.624081279
866	0.6240368974
867	0.6239516906
868	0.6238917016
869	0.623811084
870	0.6237735669
871	0.6236935068
872	0.623658993
873	0.6235747196
874	0.6235007318
875	0.6234234838
876	0.6233592466
877	0.6232864814
878	0.6232054707
879	0.623115268
880	0.6230643683
881	0.6229752222
882	0.6228945965
883	0.6227863968
884	0.6227291135
885	0.6226453072
886	0.6225882022
887	0.6225267717
888	0.6224366759
889	0.6223750537
890	0.622327991
891	0.6222425708
892	0.6221758663
893	0.6220716855
894	0.6220040245
895	0.6219360749
896	0.6218375944
897	0.6217558705
898	0.6217005384
899	0.6216500614
900	0.621606698
901	0.6215404497
902	0.6214849304
903	0.6214261784
904	0.6213420032
905	0.6212730636
906	0.6211987011
907	0.6211054396
908	0.6210035793
909	0.6209642189
910	0.6208640953
911	0.6207857793
912	0.6206895113
913	0.6206055859
914	0.6205176472
915	0.6204447963
916	0.6203916923
917	0.6203475248
918	0.6202660794
919	0.6201972174
920	0.6201322741
921	0.6200672662
922	0.6199902219
923	0.6199294563
924	0.6198659264
925	0.6197697296
926	0.6196984083
927	0.6196035427
928	0.6195383515
929	0.6194551541
930	0.6194076295
931	0.6193321296
932	0.6192338123
933	0.6191680135
934	0.6191152823
935	0.6190506918
936	0.6190127508
937	0.6189665486
938	0.6189057782
939	0.6188264304
940	0.6187620571
941	0.6186626708
942	0.6185698912
943	0.6185122996
944	0.6184328662
945	0.6183528723
946	0.6182846136
947	0.6181904598
948	0.6181181631
949	0.618059899
950	0.6180001878
951	0.6179385394
952	0.6178561335
953	0.6177875226
954	0.6177230523
955	0.617639952
956	0.6175902558
957	0.6175169714
958	0.617460362
959	0.6173981633
960	0.6173360334
961	0.6172636713
962	0.6171837876
963	0.6171102326
964	0.6170315019
965	0.6169383503
966	0.6168797793
967	0.6167999631
968	0.6167794768
969	0.6166874619
970	0.6166217077
971	0.6165522145
972	0.6165003143
973	0.616441534
974	0.6163511102
975	0.616304534
976	0.6162292056
977	0.6162075042
978	0.6161150973
979	0.6160435181
980	0.6159617954
981	0.6159055377
982	0.6158350473
983	0.6157710813
984	0.6157196778
985	0.6156455044
986	0.6155677263
987	0.6155131575
988	0.6154616413
989	0.6153887315
990	0.6153220327
991	0.6152214974
992	0.6151612548
993	0.6150921706
994	0.6150512891
995	0.614979171
996	0.6149179456
997	0.6148429567
998	0.6147400337
999	0.6146613746
